kepid,tce_plnt_num,kepoi_name,koi_disposition,DT,bLR,mean
3109930,1,K01112.01,CANDIDATE,0.7952262218348354,0.7399310987486565,0.7675786602917459
5601258,1,K02191.01,CANDIDATE,0.7984046859625669,0.729334697166903,0.7638696915647349
5905822,1,K02801.01,CANDIDATE,0.6830379003083146,0.8432013023653309,0.7631196013368227
9896018,1,K02579.01,CANDIDATE,0.8889155435702121,0.6340845201708142,0.7615000318705132
4164922,1,K03864.01,CANDIDATE,0.6643044075285467,0.8572899619498398,0.7607971847391932
2164169,1,K01029.01,CANDIDATE,0.7457589110129023,0.7707349578729262,0.7582469344429142
11853878,2,K01833.02,CANDIDATE,0.6087946882571421,0.9070830287830908,0.7579388585201164
9346253,2,,,0.8275405642241586,0.687283306464557,0.7574119353443578
6946199,2,K01359.02,CANDIDATE,0.7590978414355977,0.7555716227802792,0.7573347321079384
6058816,1,K03500.01,CANDIDATE,0.8364281936927285,0.6766702457130811,0.7565492197029048
11752906,1,K00253.01,CANDIDATE,0.7937380021676596,0.7173313369556545,0.755534669561657
10363115,1,K03908.01,CANDIDATE,0.7795587809609535,0.7308336642907248,0.7551962226258392
9936080,1,K04431.01,CANDIDATE,0.5538624788860967,0.9531712180328318,0.7535168484594643
8043714,2,,,0.8390212884714593,0.6669951953627862,0.7530082419171227
4857213,1,K02120.01,CANDIDATE,0.7401819198930606,0.7608836630853018,0.7505327914891812
7987866,1,K02363.01,CANDIDATE,0.7302679416686929,0.7704136726401067,0.7503408071543998
10525049,1,K04252.01,CANDIDATE,0.8048736052335749,0.6940964807197183,0.7494850429766466
10485250,2,,,0.7598457299414768,0.7377008140780309,0.7487732720097539
9592705,1,K00288.01,CANDIDATE,0.7327883583592236,0.7612263308940039,0.7470073446266138
10793172,1,K02871.01,CANDIDATE,0.7586253178537646,0.7326099702319686,0.7456176440428666
10319385,1,K01169.01,CANDIDATE,0.7503288434621571,0.7389717490024117,0.7446502962322844
4665571,2,K02393.02,CANDIDATE,0.7001732864689226,0.7888060152593548,0.7444896508641388
7023960,2,,,0.8599071374302049,0.6281022441046882,0.7440046907674465
10418797,2,,,0.7128166698872157,0.7739845534181503,0.743400611652683
10587105,3,K00339.03,CANDIDATE,0.5492390344754846,0.937058622384029,0.7431488284297568
10387742,1,K02583.01,CANDIDATE,0.8995615331211453,0.5813679992174313,0.7404647661692882
4770174,1,K02971.01,CANDIDATE,0.7468106605777677,0.7335155860990075,0.7401631233383876
5709725,2,K00555.02,CANDIDATE,0.9193825696197008,0.5609084947164242,0.7401455321680626
9532710,1,K02364.01,FALSE POSITIVE,0.7152262269654964,0.7619414884660867,0.7385838577157915
2574338,1,K01030.01,CANDIDATE,0.5271674784317729,0.9498333570409332,0.738500417736353
7879433,1,K02527.01,CANDIDATE,0.6296621346789399,0.8424085909999235,0.7360353628394317
9307509,1,K02096.01,CANDIDATE,0.8578288802115092,0.6126499329782642,0.7352394065948866
8558011,1,K00577.01,CANDIDATE,0.7767946983452918,0.6922437429909127,0.7345192206681023
10793172,2,K02871.02,CANDIDATE,0.7239043510466537,0.7440440722843219,0.7339742116654878
4951877,1,K00501.01,CANDIDATE,0.8415978580180778,0.6246178560701765,0.7331078570441272
9714123,2,,,0.7539288356074938,0.7106129245748134,0.7322708800911536
12017109,1,K02106.01,CANDIDATE,0.8484871941263434,0.6157098419902604,0.732098518058302
7679812,1,K03943.01,CANDIDATE,0.8644532818558245,0.5986456225353992,0.7315494521956118
12105051,1,K00141.01,CANDIDATE,0.7613524463621809,0.7008273340742344,0.7310898902182077
10028352,1,K01957.01,CANDIDATE,0.7412717998135369,0.7199858484655997,0.7306288241395682
10843431,1,K07378.01,CANDIDATE,0.7387785115352576,0.7211284386822181,0.7299534751087379
5436013,1,K02471.01,CANDIDATE,0.8715384091507546,0.5882069631719771,0.7298726861613658
5213230,1,K03474.01,CANDIDATE,0.7210806511192132,0.7384803515180604,0.7297805013186367
10395543,1,K00531.01,CANDIDATE,0.9067192845532216,0.5491701323415074,0.7279447084473645
5211199,1,K02158.01,CANDIDATE,0.9209949529978864,0.5299260906296666,0.7254605218137764
11297236,1,K01857.01,CANDIDATE,0.6881894023323304,0.7624011439686327,0.7252952731504816
5035972,2,,,0.5616370214515077,0.8848026452156703,0.7232198333335891
3128552,3,K02055.03,CANDIDATE,0.7712462087232385,0.6744014640627767,0.7228238363930075
11030475,2,,,0.7374206277809073,0.7076831308936312,0.7225518793372693
8823868,2,,,0.704066818675397,0.7398114820451769,0.721939150360287
7733731,1,K04022.01,CANDIDATE,0.9435044397037604,0.5001622018097385,0.7218333207567494
9872292,1,K01537.01,CANDIDATE,0.7044361141586691,0.7366360576270277,0.7205360858928485
3757778,2,,,0.8061452450362697,0.6341790662484582,0.720162155642364
8142942,1,K01985.01,CANDIDATE,0.8293815660996521,0.6045492925378639,0.716965429318758
7609674,1,K03128.01,CANDIDATE,0.5939009650446093,0.839678953214207,0.7167899591294082
9605514,2,K00945.02,CANDIDATE,0.8502991849372035,0.5795912210081313,0.7149452029726674
5003117,2,,,0.7431573323503989,0.6853595796311545,0.7142584559907768
5780885,2,,,0.6076003839742785,0.8166020310473305,0.7121012075108045
8934495,1,K00524.01,CANDIDATE,0.6877902386189417,0.7359764992702241,0.7118833689445829
9117416,2,K03425.02,CANDIDATE,0.8414769798489251,0.5780450284713823,0.7097610041601536
7219825,3,K00238.03,CANDIDATE,0.5813544642251799,0.834634952749678,0.707994708487429
11337141,1,K01649.01,CANDIDATE,0.6587864238857692,0.7569487992241675,0.7078676115549684
5953297,1,K02733.01,CANDIDATE,0.8653167767403831,0.550216249056282,0.7077665128983326
10354039,1,K01159.01,CANDIDATE,0.7630198256827541,0.6517392124479715,0.7073795190653628
9661979,1,K02132.01,CANDIDATE,0.6718833972075641,0.7397277568816072,0.7058055770445857
4173026,1,K02172.01,CANDIDATE,0.7794599521594713,0.630344220906261,0.7049020865328661
6609270,1,K03090.01,CANDIDATE,0.7247527011051755,0.6846260341797281,0.7046893676424518
6862721,1,K01982.01,CANDIDATE,0.7472527058399142,0.657412518534326,0.7023326121871201
9654468,1,K02417.01,CANDIDATE,0.6160860049542011,0.7879704425637833,0.7020282237589922
10074466,1,K01917.01,CANDIDATE,0.6060334311414979,0.7957240476731232,0.7008787394073106
12785320,2,K00298.02,CANDIDATE,0.7285875379192667,0.6722524153579778,0.7004199766386222
3122913,1,K02490.01,CANDIDATE,0.6381483631681463,0.7610775296136286,0.6996129463908874
11076400,1,K02759.01,CANDIDATE,0.5325692570025483,0.8666384430249217,0.6996038500137349
5978559,1,K02321.01,CANDIDATE,0.6987266016031989,0.6953141408131642,0.6970203712081815
12115188,2,,,0.7947991370025312,0.59231912418455,0.6935591305935407
2854181,1,K02232.01,CANDIDATE,0.8213622187909744,0.5625698164672029,0.6919660176290887
9896018,2,K02579.02,CANDIDATE,0.7267966312753338,0.6533212270318635,0.6900589291535986
7051180,1,K00064.01,CANDIDATE,0.7689391895149215,0.6084341824083582,0.6886866859616398
7449554,1,K02357.01,CANDIDATE,0.7913865816622001,0.5834569458395643,0.6874217637508822
11177543,1,K01648.01,CANDIDATE,0.6042591181148306,0.7689010063905785,0.6865800622527045
4665571,1,K02393.01,CANDIDATE,0.7213556644792521,0.6514752578092686,0.6864154611442603
6291837,1,K00308.01,CANDIDATE,0.7476209001659642,0.6234647714782412,0.6855428358221027
8892910,2,,,0.5924537267944684,0.7771910647461997,0.6848223957703341
7364176,1,K00373.01,CANDIDATE,0.6801498984440597,0.6813369554896347,0.6807434269668472
5031857,1,K01573.01,CANDIDATE,0.6774869626126026,0.6819220158490085,0.6797044892308055
3663173,1,K02750.01,CANDIDATE,0.6125146792134942,0.7447754641673237,0.6786450716904089
9153823,1,K06195.01,FALSE POSITIVE,0.8191892407530713,0.5376687935861995,0.6784290171696354
8230809,2,,,0.6744075999518415,0.6783014798793456,0.6763545399155936
9697131,1,K02706.01,CANDIDATE,0.67836337218896,0.6727873987622388,0.6755753854755995
11192235,1,K02329.01,CANDIDATE,0.5948843294697591,0.7560067969413764,0.6754455632055678
12469800,1,K02543.01,CANDIDATE,0.6792885265754774,0.6694272725184275,0.6743578995469525
4061149,1,K01201.01,CANDIDATE,0.5191665501319499,0.8266942380433849,0.6729303940876674
10922659,1,K03335.01,CANDIDATE,0.7202113145774909,0.6246350610969874,0.6724231878372391
10597693,1,K02958.01,CANDIDATE,0.5554639274196188,0.7874094620342363,0.6714366947269276
5219234,3,K01563.03,CANDIDATE,0.645322029315427,0.6779926159186159,0.6616573226170215
5621333,1,K03341.01,CANDIDATE,0.622927820711922,0.6949371587681712,0.6589324897400466
5980783,1,K02967.01,CANDIDATE,0.6618885213908616,0.6467383970918366,0.6543134592413491
3648437,1,K01861.01,CANDIDATE,0.7576000770554397,0.5481309651617836,0.6528655211086116
9411166,2,,,0.6834248828761124,0.6217104614332596,0.652567672154686
3122872,1,K03203.01,CANDIDATE,0.7692892126037929,0.5265305813065013,0.6479098969551471
7450747,1,K04267.01,CANDIDATE,0.4962987163434805,0.7972558677102916,0.646777292026886
5724810,1,,,0.5282398088313567,0.7618721366795017,0.6450559727554293
12156347,1,K02588.01,CANDIDATE,0.7159164353975771,0.5730751266348812,0.6444957810162292
8845026,2,,,0.6578760712712305,0.6303950548768424,0.6441355630740364
11462341,1,K02124.01,CANDIDATE,0.6842144105736226,0.6024000661625539,0.6433072383680882
10141900,1,K01082.01,CANDIDATE,0.6928661441031707,0.5862175451743266,0.6395418446387486
11967788,1,K04021.01,CANDIDATE,0.7503713072734294,0.5244965160990566,0.637433911686243
12009347,2,,,0.7383175710379769,0.5343355233842484,0.6363265472111126
10788461,1,K03925.01,CANDIDATE,0.5693391867317188,0.7032829027568461,0.6363110447442825
7463685,1,K02890.01,CANDIDATE,0.6755312128051493,0.5935878622940735,0.6345595375496114
3098810,1,K01878.01,CANDIDATE,0.5847398806411838,0.6843163726082655,0.6345281266247247
7103919,1,K04310.01,CANDIDATE,0.7329998416578386,0.5304525581389787,0.6317261998984087
6805146,2,,,0.7364346660521552,0.5264607213480406,0.6314476937000979
11465950,1,K02620.01,CANDIDATE,0.5101089990735738,0.7516499644410083,0.630879481757291
6593150,1,K03037.01,CANDIDATE,0.5099282966259376,0.7474614596437471,0.6286948781348424
12121570,1,K02290.01,CANDIDATE,0.6836048762743586,0.5718138027989506,0.6277093395366546
5270698,2,,,0.5752590002241492,0.6779904637305371,0.6266247319773431
7287683,1,K01622.01,CANDIDATE,0.7168184224975134,0.5362479031828571,0.6265331628401852
1872821,1,K02351.01,CANDIDATE,0.5809802617657227,0.670795088618434,0.6258876751920783
5773121,1,K04002.01,CANDIDATE,0.6509165662963408,0.5914489147322072,0.621182740514274
10186945,2,,,0.6587333535972892,0.5803529034307359,0.6195431285140125
4650733,1,K01659.01,CANDIDATE,0.5876283515983076,0.6477287978810989,0.6176785747397033
8684730,1,K00319.01,CANDIDATE,0.5741888914384239,0.6568630346087916,0.6155259630236077
9957627,1,K00592.01,CANDIDATE,0.5570933818059367,0.6712653349237239,0.6141793583648303
7446631,1,K02598.01,CANDIDATE,0.5731308607748766,0.653500592133094,0.6133157264539852
7256914,2,K04136.02,CANDIDATE,0.6798025358545622,0.5288037655403619,0.6043031506974621
4548011,2,K04288.02,CANDIDATE,0.6018523739257672,0.5992091444980547,0.6005307592119109
12456063,1,K04329.01,CANDIDATE,0.6857227002074948,0.5078596345851563,0.5967911673963255
7017274,1,K03209.01,CANDIDATE,0.6412272169991179,0.5509120277184774,0.5960696223587976
11705004,1,K02199.01,CANDIDATE,0.5429459557909708,0.6395081125098563,0.5912270341504136
5031857,2,K01573.02,CANDIDATE,0.5858711358568344,0.5952314088669606,0.5905512723618975
5621333,2,K03341.02,CANDIDATE,0.5336311257544991,0.6474422115295068,0.5905366686420029
2161536,1,K02130.01,CANDIDATE,0.6729472505383639,0.5059987134675994,0.5894729820029816
8241079,1,K03020.01,CANDIDATE,0.6402886098565821,0.5376948328796105,0.5889917213680963
1571511,2,,,0.666085919273697,0.5078259260176403,0.5869559226456686
9886224,2,,,0.6409699439945761,0.5320455114268056,0.5865077277106908
5374838,1,K05155.01,CANDIDATE,0.6594632717019072,0.5118181114099063,0.5856406915559067
7661065,1,K02307.01,CANDIDATE,0.5716063499233661,0.5993152606032061,0.5854608052632861
8261920,2,K02174.02,CANDIDATE,0.5469150437243224,0.6226135347931812,0.5847642892587518
8880123,1,K03493.01,CANDIDATE,0.6430529118272977,0.5260993571500243,0.5845761344886611
9283156,1,K02657.01,CANDIDATE,0.6253642914933519,0.5301334988647026,0.5777488951790273
6041734,2,,,0.5338121086811787,0.6176121073487651,0.5757121080149719
8261920,3,K02174.03,CANDIDATE,0.5476481404518778,0.5998784124103,0.5737632764310889
5906694,1,K04069.01,CANDIDATE,0.5546823551525355,0.5799492514413587,0.5673158032969471
8753896,2,,,0.5040677997835088,0.6208523846555869,0.5624600922195478
6677841,3,,,0.562267233136426,0.5606982324124874,0.5614827327744567
8624520,1,K01816.01,CANDIDATE,0.5224735883118674,0.5970653032046129,0.5597694457582402
3231341,5,,,0.5569085074641023,0.5568243548241446,0.5568664311441234
7939330,1,K01581.01,CANDIDATE,0.5259519705332668,0.5849667937808376,0.5554593821570522
8013419,1,K00901.01,CANDIDATE,0.5623252404082401,0.5473136824341431,0.5548194614211917
4860678,2,K01602.02,CANDIDATE,0.5323793650719135,0.57646238228683,0.5544208736793718
11818607,1,K02467.01,CANDIDATE,0.5663549691885924,0.5342967206259531,0.5503258449072728
10005758,2,K01783.02,CANDIDATE,0.5476167735039102,0.5463700934146762,0.5469934334592932
10471621,1,K02554.01,CANDIDATE,0.4971174475643282,0.5682144336880894,0.5326659406262089
9030537,1,K01892.01,CANDIDATE,0.5463833063396186,0.5109983133885467,0.5286908098640827
5106313,1,K02878.01,CANDIDATE,0.5365948569414349,0.5135434396655002,0.5250691483034675
5384713,5,,,0.4033474958221031,0.6269112058110998,0.5151293508166015
7678434,2,K00892.02,CANDIDATE,0.5217096335628582,0.5014498099315763,0.5115797217472172
6792908,1,K04341.01,CANDIDATE,0.4963439616179602,0.52225925415078,0.5093016078843701
6762829,5,,,0.4129149094434907,0.5290981724779708,0.4710065409607307
